,Classificacao,Tweet
949,Fanfic,hoje eu faço o segundo capítulo da minha fic tenho fé
950,Fanfic, estou só criando fic msm kkkkkkk
951,Fanfic,eu li a fanfic quanto tinha likes e ela virou um livro 
952,Fanfic,eu odeio pessoas que estão vivendo uma fanfic
953,Fanfic,surto vendo casal de novela sim graças a eles eu evolui como fanfiqueira da minha própria vida
954,Fanfic, favoritando pra ler dps q terminar as fic atrasadas a mais de anos kkkkkk
955,Fanfic,sdd de ler uma fanfic boa
956,Fanfic,finalmente um macho pra fazer fic selena obg aí 
957,Fanfic,eu vendo a novela das sete com essa a vibe de trocas de corpos e só queria ler uma fic com esse plot 
958,Fanfic,ele nem me notou e eu tô na fanfic 
959,Fanfic, garota era muito mais emoção do que ler a fic tipo d vdd era tão superior sdds
960,Fanfic,amanhã tem att da au em ••vou atualizar gangster love ••e atualizar a fanfic ega durante a semana farei uma mega att da au sweet love e já concluo ela partiu surtar nesse domingooooo
961,Fanfic, eh uma antiga fic minha fiquei curiosa e fui ver se algm já tinha falado sobre mas nada ainda bem
962,Fanfic,espero que um dos personagens místicos introduzidos seja a magik é uma fanfic louca da minha cabeça desde quando a série não tinha nome elas tem relação nas hqs mas é o ucm como eu disse é uma fanfic sem sentido 
963,Fanfic,lendo a fanfic eu percebi o qnt eu sou dura com as pessoas preciso tratar disso na terapia
964,Fanfic, é fic hahahahahaha mas eu não duvido de nada 
965,Fanfic,pqp realizei meu sonho de fic beijei dentro do banheiro de escola krl foram minutos lá dentro se pegando
966,Fanfic, real isso ou fic kkkkkk sonhando que seja real
967,Fanfic, dando o papo para o sobre um dos melhores bares de campina grande e ele foii a fic eh real oficial 
968,Fanfic, kkkkkk a fic de centavos meu deus 
969,Fanfic,q raiva não tem uma fic elounor com a escrita boa eu só queria ler uma boa é pedir mt 
970,Fanfic,eu esqueço as vezes que sou viciada em fanfic aí leio meio capítulo e já fico assim das ideia 
971,Fanfic, ui charlotte chata demais nao to aguentando top monogâmica fanfiqueira n aguento
972,Fanfic, mas é uma fanfic boa ok 
973,Fanfic,o alex chamando a norma de baby na fic meu deus eu vou morrer
974,Fanfic, odeio isso em series juro parece fic ruim de wattpad 
975,Fanfic, já assistiiii bem fanfic né mas amei kkkk
976,Fanfic,sou fanfiqueira demais mds
977,Fanfic, que fic nova é essa gente link 
